"","measure","location","age_group","year","mean"
"1218","Unmet need for any contraceptive method","Poland","15-49 years",2007,0.1488
"1219","Unmet need for any contraceptive method","Poland","15-49 years",2008,0.1464
"1220","Unmet need for any contraceptive method","Poland","15-49 years",2009,0.1444
"1221","Unmet need for any contraceptive method","Poland","15-49 years",2010,0.1426
"1222","Unmet need for any contraceptive method","Poland","15-49 years",2011,0.1413
"1223","Unmet need for any contraceptive method","Poland","15-49 years",2012,0.1404
"1224","Unmet need for any contraceptive method","Poland","15-49 years",2013,0.1398
"1225","Unmet need for any contraceptive method","Poland","15-49 years",2014,0.1392
"1226","Unmet need for any contraceptive method","Poland","15-49 years",2015,0.1384
"1227","Unmet need for any contraceptive method","Poland","15-49 years",2016,0.1379
"1228","Unmet need for any contraceptive method","Poland","15-49 years",2017,0.1372
"1229","Unmet need for any contraceptive method","Poland","15-49 years",2018,0.1363
"1230","Unmet need for any contraceptive method","Poland","15-49 years",2019,0.1352
"1231","Unmet need for any contraceptive method","Romania","15-49 years",1990,0.1257
"1232","Unmet need for any contraceptive method","Romania","15-49 years",1991,0.1243
"1233","Unmet need for any contraceptive method","Romania","15-49 years",1992,0.1234
"1234","Unmet need for any contraceptive method","Romania","15-49 years",1993,0.1228
"1235","Unmet need for any contraceptive method","Romania","15-49 years",1994,0.1214
"1236","Unmet need for any contraceptive method","Romania","15-49 years",1995,0.1195
"1237","Unmet need for any contraceptive method","Romania","15-49 years",1996,0.1175
"1238","Unmet need for any contraceptive method","Romania","15-49 years",1997,0.1156
"1239","Unmet need for any contraceptive method","Romania","15-49 years",1998,0.1138
"1240","Unmet need for any contraceptive method","Romania","15-49 years",1999,0.1115
"1241","Unmet need for any contraceptive method","Romania","15-49 years",2000,0.1087
"1242","Unmet need for any contraceptive method","Romania","15-49 years",2001,0.1057
"1243","Unmet need for any contraceptive method","Romania","15-49 years",2002,0.1028
"1244","Unmet need for any contraceptive method","Romania","15-49 years",2003,0.1005
"1245","Unmet need for any contraceptive method","Romania","15-49 years",2004,0.09804
"1246","Unmet need for any contraceptive method","Romania","15-49 years",2005,0.09588
"1247","Unmet need for any contraceptive method","Romania","15-49 years",2006,0.09386
"1248","Unmet need for any contraceptive method","Romania","15-49 years",2007,0.09186
"1249","Unmet need for any contraceptive method","Romania","15-49 years",2008,0.0899
"1250","Unmet need for any contraceptive method","Romania","15-49 years",2009,0.08834
"1251","Unmet need for any contraceptive method","Romania","15-49 years",2010,0.08716
"1252","Unmet need for any contraceptive method","Romania","15-49 years",2011,0.08622
"1253","Unmet need for any contraceptive method","Romania","15-49 years",2012,0.08573
"1254","Unmet need for any contraceptive method","Romania","15-49 years",2013,0.08574
"1255","Unmet need for any contraceptive method","Romania","15-49 years",2014,0.08573
"1256","Unmet need for any contraceptive method","Romania","15-49 years",2015,0.08543
"1257","Unmet need for any contraceptive method","Romania","15-49 years",2016,0.08483
"1258","Unmet need for any contraceptive method","Romania","15-49 years",2017,0.08356
"1259","Unmet need for any contraceptive method","Romania","15-49 years",2018,0.0814
"1260","Unmet need for any contraceptive method","Romania","15-49 years",2019,0.0794
"1261","Unmet need for any contraceptive method","Serbia","15-49 years",1990,0.1768
"1262","Unmet need for any contraceptive method","Serbia","15-49 years",1991,0.1724
"1263","Unmet need for any contraceptive method","Serbia","15-49 years",1992,0.1698
"1264","Unmet need for any contraceptive method","Serbia","15-49 years",1993,0.1689
"1265","Unmet need for any contraceptive method","Serbia","15-49 years",1994,0.1691
"1266","Unmet need for any contraceptive method","Serbia","15-49 years",1995,0.1701
"1267","Unmet need for any contraceptive method","Serbia","15-49 years",1996,0.1703
"1268","Unmet need for any contraceptive method","Serbia","15-49 years",1997,0.1698
"1269","Unmet need for any contraceptive method","Serbia","15-49 years",1998,0.1691
"1270","Unmet need for any contraceptive method","Serbia","15-49 years",1999,0.1683
"1271","Unmet need for any contraceptive method","Serbia","15-49 years",2000,0.1677
"1272","Unmet need for any contraceptive method","Serbia","15-49 years",2001,0.1678
"1273","Unmet need for any contraceptive method","Serbia","15-49 years",2002,0.1671
"1274","Unmet need for any contraceptive method","Serbia","15-49 years",2003,0.1658
"1275","Unmet need for any contraceptive method","Serbia","15-49 years",2004,0.1638
"1276","Unmet need for any contraceptive method","Serbia","15-49 years",2005,0.161
"1277","Unmet need for any contraceptive method","Serbia","15-49 years",2006,0.1549
"1278","Unmet need for any contraceptive method","Serbia","15-49 years",2007,0.1485
"1279","Unmet need for any contraceptive method","Serbia","15-49 years",2008,0.1422
"1280","Unmet need for any contraceptive method","Serbia","15-49 years",2009,0.1364
"1281","Unmet need for any contraceptive method","Serbia","15-49 years",2010,0.131
"1282","Unmet need for any contraceptive method","Serbia","15-49 years",2011,0.1254
"1283","Unmet need for any contraceptive method","Serbia","15-49 years",2012,0.1204
"1284","Unmet need for any contraceptive method","Serbia","15-49 years",2013,0.1161
"1285","Unmet need for any contraceptive method","Serbia","15-49 years",2014,0.1122
"1286","Unmet need for any contraceptive method","Serbia","15-49 years",2015,0.1088
"1287","Unmet need for any contraceptive method","Serbia","15-49 years",2016,0.1054
"1288","Unmet need for any contraceptive method","Serbia","15-49 years",2017,0.102
"1289","Unmet need for any contraceptive method","Serbia","15-49 years",2018,0.09849
"1290","Unmet need for any contraceptive method","Serbia","15-49 years",2019,0.09492
"1291","Unmet need for any contraceptive method","Slovakia","15-49 years",1990,0.1529
"1292","Unmet need for any contraceptive method","Slovakia","15-49 years",1991,0.1519
"1293","Unmet need for any contraceptive method","Slovakia","15-49 years",1992,0.1509
"1294","Unmet need for any contraceptive method","Slovakia","15-49 years",1993,0.1497
"1295","Unmet need for any contraceptive method","Slovakia","15-49 years",1994,0.1484
"1296","Unmet need for any contraceptive method","Slovakia","15-49 years",1995,0.1472
"1297","Unmet need for any contraceptive method","Slovakia","15-49 years",1996,0.1462
"1298","Unmet need for any contraceptive method","Slovakia","15-49 years",1997,0.145
"1299","Unmet need for any contraceptive method","Slovakia","15-49 years",1998,0.1438
"1300","Unmet need for any contraceptive method","Slovakia","15-49 years",1999,0.1427
"1301","Unmet need for any contraceptive method","Slovakia","15-49 years",2000,0.1415
"1302","Unmet need for any contraceptive method","Slovakia","15-49 years",2001,0.1403
"1303","Unmet need for any contraceptive method","Slovakia","15-49 years",2002,0.1392
"1304","Unmet need for any contraceptive method","Slovakia","15-49 years",2003,0.1382
"1305","Unmet need for any contraceptive method","Slovakia","15-49 years",2004,0.1371
"1306","Unmet need for any contraceptive method","Slovakia","15-49 years",2005,0.1359
"1307","Unmet need for any contraceptive method","Slovakia","15-49 years",2006,0.1344
"1308","Unmet need for any contraceptive method","Slovakia","15-49 years",2007,0.1326
"1309","Unmet need for any contraceptive method","Slovakia","15-49 years",2008,0.1309
"1310","Unmet need for any contraceptive method","Slovakia","15-49 years",2009,0.1298
"1311","Unmet need for any contraceptive method","Slovakia","15-49 years",2010,0.1286
"1312","Unmet need for any contraceptive method","Slovakia","15-49 years",2011,0.1275
"1313","Unmet need for any contraceptive method","Slovakia","15-49 years",2012,0.1265
"1314","Unmet need for any contraceptive method","Slovakia","15-49 years",2013,0.1256
"1315","Unmet need for any contraceptive method","Slovakia","15-49 years",2014,0.1246
"1316","Unmet need for any contraceptive method","Slovakia","15-49 years",2015,0.1235
"1317","Unmet need for any contraceptive method","Slovakia","15-49 years",2016,0.1224
"1318","Unmet need for any contraceptive method","Slovakia","15-49 years",2017,0.1212
"1319","Unmet need for any contraceptive method","Slovakia","15-49 years",2018,0.1199
"1320","Unmet need for any contraceptive method","Slovakia","15-49 years",2019,0.1185
"1321","Unmet need for any contraceptive method","Slovenia","15-49 years",1990,0.1083
"1322","Unmet need for any contraceptive method","Slovenia","15-49 years",1991,0.108
"1323","Unmet need for any contraceptive method","Slovenia","15-49 years",1992,0.1078
"1324","Unmet need for any contraceptive method","Slovenia","15-49 years",1993,0.1076
"1325","Unmet need for any contraceptive method","Slovenia","15-49 years",1994,0.1074
"1326","Unmet need for any contraceptive method","Slovenia","15-49 years",1995,0.1071
"1327","Unmet need for any contraceptive method","Slovenia","15-49 years",1996,0.1069
"1328","Unmet need for any contraceptive method","Slovenia","15-49 years",1997,0.106
"1329","Unmet need for any contraceptive method","Slovenia","15-49 years",1998,0.1052
"1330","Unmet need for any contraceptive method","Slovenia","15-49 years",1999,0.1041
"1331","Unmet need for any contraceptive method","Slovenia","15-49 years",2000,0.1031
"1332","Unmet need for any contraceptive method","Slovenia","15-49 years",2001,0.1023
"1333","Unmet need for any contraceptive method","Slovenia","15-49 years",2002,0.1015
"1334","Unmet need for any contraceptive method","Slovenia","15-49 years",2003,0.1011
"1335","Unmet need for any contraceptive method","Slovenia","15-49 years",2004,0.1005
"1336","Unmet need for any contraceptive method","Slovenia","15-49 years",2005,0.1001
"1337","Unmet need for any contraceptive method","Slovenia","15-49 years",2006,0.09887
"1338","Unmet need for any contraceptive method","Slovenia","15-49 years",2007,0.09748
"1339","Unmet need for any contraceptive method","Slovenia","15-49 years",2008,0.09643
"1340","Unmet need for any contraceptive method","Slovenia","15-49 years",2009,0.09656
"1341","Unmet need for any contraceptive method","Slovenia","15-49 years",2010,0.09667
"1342","Unmet need for any contraceptive method","Slovenia","15-49 years",2011,0.09679
"1343","Unmet need for any contraceptive method","Slovenia","15-49 years",2012,0.09628
"1344","Unmet need for any contraceptive method","Slovenia","15-49 years",2013,0.09582
"1345","Unmet need for any contraceptive method","Slovenia","15-49 years",2014,0.09486
"1346","Unmet need for any contraceptive method","Slovenia","15-49 years",2015,0.09367
"1347","Unmet need for any contraceptive method","Slovenia","15-49 years",2016,0.0924
"1348","Unmet need for any contraceptive method","Slovenia","15-49 years",2017,0.09098
"1349","Unmet need for any contraceptive method","Slovenia","15-49 years",2018,0.08955
"1350","Unmet need for any contraceptive method","Slovenia","15-49 years",2019,0.08786
"1351","Unmet need for any contraceptive method","Belarus","15-49 years",1990,0.1194
"1352","Unmet need for any contraceptive method","Belarus","15-49 years",1991,0.1176
"1353","Unmet need for any contraceptive method","Belarus","15-49 years",1992,0.1159
"1354","Unmet need for any contraceptive method","Belarus","15-49 years",1993,0.1146
"1355","Unmet need for any contraceptive method","Belarus","15-49 years",1994,0.1138
"1356","Unmet need for any contraceptive method","Belarus","15-49 years",1995,0.1132
"1357","Unmet need for any contraceptive method","Belarus","15-49 years",1996,0.1126
"1358","Unmet need for any contraceptive method","Belarus","15-49 years",1997,0.1117
"1359","Unmet need for any contraceptive method","Belarus","15-49 years",1998,0.1106
"1360","Unmet need for any contraceptive method","Belarus","15-49 years",1999,0.1093
"1361","Unmet need for any contraceptive method","Belarus","15-49 years",2000,0.1076
"1362","Unmet need for any contraceptive method","Belarus","15-49 years",2001,0.1058
